claim_id,sale_id,component_code,component_name,component_family,supplier_code,sale_date,claim_date,days_since_sale,market_region,use_case,failure_mode,claim_cost_gbp,repeat_claim
CLM-01027,SALE-05961,IP9-8Q1Z,Transmission Assembly,Powertrain,HBRP-OIG8,2024-12-12,2025-06-04,174,UK,Commuting,Leak,2561.78,False
CLM-01028,SALE-08397,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-02-19,2026-02-12,358,MENA,Off-roading,Leak,528.04,False
CLM-01029,SALE-06433,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-03-24,2026-06-06,439,MENA,Commuting,Intermittent,771.59,False
CLM-01030,SALE-00504,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-12-23,2025-01-22,30,MENA,Commercial,Non-start,222.35,False
CLM-01031,SALE-02701,X27-2HPO,Tie Rod,Chassis,38HY-F9SX,2025-01-15,2026-05-07,477,MENA,Off-roading,Corrosion,1022.76,False
CLM-01032,SALE-11847,AU5-BHXT,Suspension Control Arm,Chassis,B9M8-0O2R,2025-02-24,2025-05-02,67,MENA,Commercial,Leak,1181.81,False
CLM-01033,SALE-02934,8II-49KQ,Blower Motor,HVAC,38HY-F9SX,2024-11-11,2026-03-14,488,EU,Leisure,Leak,800.91,False
CLM-01034,SALE-05990,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-01-15,2026-07-07,538,EU,Leisure,Corrosion,507.85,False
CLM-01035,SALE-09826,AQ6-L6GT,Brake Caliper,Chassis,B9M8-0O2R,2024-11-07,2025-03-05,118,EU,Commercial,Intermittent,719.62,False
CLM-01036,SALE-01189,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-10-24,2025-10-16,357,UK,Commercial,Leak,843.17,False
CLM-01037,SALE-00084,AU5-BHXT,Suspension Control Arm,Chassis,B9M8-0O2R,2025-06-14,2026-02-17,248,UK,Off-roading,Corrosion,328.3,False
CLM-01038,SALE-08559,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-11-17,2025-02-20,95,Americas,Commuting,Non-start,311.98,False
CLM-01039,SALE-09728,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-06-14,2026-04-24,314,EU,Off-roading,Corrosion,490.97,False
CLM-01040,SALE-12707,HJK-1EYY,Drive Shaft,Powertrain,HBRP-OIG8,2025-05-24,2026-08-26,459,Americas,Leisure,Leak,3324.91,False
CLM-01041,SALE-12894,37Q-9AH8,Starter Motor,Electrical,B9M8-0O2R,2025-04-21,2025-08-01,102,MENA,Commuting,Leak,303.27,False
CLM-01042,SALE-09701,PDP-FF5E,Steering Column,Chassis,F1CB-FNO6,2025-03-23,2025-08-01,131,EU,Commercial,Non-start,279.39,False
CLM-01043,SALE-13452,XOI-65FD,Tailgate,Body,38HY-F9SX,2025-04-14,2026-04-25,376,Americas,Leisure,Corrosion,589.89,False
CLM-01044,SALE-12677,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-01-13,2026-03-01,412,UK,Leisure,Leak,225.98,False
CLM-01045,SALE-04813,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-02-11,2026-06-06,480,Americas,Commuting,Intermittent,718.35,False
CLM-01046,SALE-10036,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-05-14,2025-08-24,102,Americas,Off-roading,Leak,472.16,False
CLM-01047,SALE-05239,8II-49KQ,Blower Motor,HVAC,HBRP-OIG8,2025-02-08,2025-04-06,57,MENA,Off-roading,Leak,956.72,False
CLM-01048,SALE-00847,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-10-29,2025-05-10,193,UK,Off-roading,Non-start,767.5,False
CLM-01049,SALE-11287,PDP-FF5E,Steering Column,Chassis,B9M8-0O2R,2024-12-14,2026-02-18,431,MENA,Leisure,Corrosion,568.32,False
CLM-01050,SALE-01596,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-12-10,2026-03-19,464,UK,Off-roading,Corrosion,148.08,False
CLM-01051,SALE-00816,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-04-12,2025-09-21,162,UK,Off-roading,Non-start,1117.86,False
CLM-01052,SALE-06565,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-06-19,2025-07-21,32,Americas,Off-roading,Leak,521.33,False
CLM-01053,SALE-00869,AU5-BHXT,Suspension Control Arm,Chassis,HBRP-OIG8,2024-10-26,2025-04-16,172,Americas,Off-roading,Leak,181.5,False
CLM-01054,SALE-06636,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-12-02,2025-03-09,97,EU,Commuting,Leak,283.32,False
CLM-01055,SALE-00864,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-10-12,2025-02-28,139,Americas,Leisure,Noise,328.04,False
CLM-01056,SALE-03130,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-02-12,2025-12-01,292,UK,Leisure,Leak,196.33,False
CLM-01057,SALE-06403,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-12-02,2025-04-22,141,EU,Commuting,Non-start,732.79,False
CLM-01058,SALE-12129,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-02-07,2025-12-17,313,UK,Commercial,Corrosion,3440.07,False
CLM-01059,SALE-09847,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-06-23,2026-01-07,198,MENA,Commuting,Noise,194.14,False
CLM-01060,SALE-12611,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-12-12,2026-02-06,421,Americas,Commercial,Leak,2856.58,False
CLM-01061,SALE-11898,X27-2HPO,Tie Rod,Chassis,HBRP-OIG8,2024-12-12,2025-04-23,132,UK,Leisure,Leak,310.63,False
CLM-01062,SALE-04325,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-04-10,2026-04-10,365,MENA,Commuting,Non-start,1171.68,False
CLM-01063,SALE-02072,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-04-27,2026-10-17,538,EU,Off-roading,Corrosion,1922.56,False
CLM-01064,SALE-01248,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-10-08,2026-01-17,466,EU,Commercial,Non-start,774.96,False
CLM-01065,SALE-05804,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-04-25,2026-01-19,269,EU,Commercial,Noise,845.78,False
CLM-01066,SALE-00424,OCU-ZREN,Door Panel,Body,B9M8-0O2R,2024-11-08,2025-01-19,72,EU,Off-roading,Non-start,536.89,False
CLM-01067,SALE-10220,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-05-19,2026-03-18,303,Americas,Commuting,Leak,208.17,False
CLM-01068,SALE-06722,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-03-15,2026-03-31,381,Americas,Commercial,Noise,144.72,False
CLM-01069,SALE-03072,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-04-12,2026-06-03,417,EU,Off-roading,Non-start,2568.67,False
CLM-01070,SALE-00099,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-11-15,2025-06-11,208,Americas,Commercial,Intermittent,240.54,False
CLM-01071,SALE-02151,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-05-03,2025-10-20,170,MENA,Commuting,Noise,885.93,False
CLM-01072,SALE-09687,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-03-29,2026-01-10,287,EU,Off-roading,Intermittent,589.44,False
CLM-01073,SALE-11922,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-12-01,2025-05-18,168,EU,Off-roading,Intermittent,431.33,False
CLM-01074,SALE-07055,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-10-08,2025-05-11,215,Americas,Off-roading,Non-start,1187.28,False
CLM-01075,SALE-09360,71N-8MTZ,Alternator,Electrical,HBRP-OIG8,2024-11-01,2025-02-25,116,EU,Commercial,Corrosion,147.18,False
CLM-01076,SALE-11397,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-12-16,2025-05-09,144,Americas,Leisure,Leak,733.71,False
CLM-01077,SALE-06296,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-03-01,2026-01-07,312,UK,Commuting,Leak,1110.39,False
CLM-01078,SALE-10252,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-10-21,2025-09-16,330,UK,Leisure,Corrosion,937.31,False
CLM-01079,SALE-07843,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-06-29,2026-12-29,548,UK,Leisure,Non-start,788.95,False
CLM-01080,SALE-04252,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-05-02,2025-12-11,223,UK,Off-roading,Non-start,248.2,False
CLM-01081,SALE-10410,HJK-1EYY,Drive Shaft,Powertrain,B9M8-0O2R,2024-10-11,2025-06-04,236,Americas,Commuting,Corrosion,2948.41,False
CLM-01082,SALE-05549,3YR-9OUD,Steering Knuckle,Chassis,38HY-F9SX,2024-11-05,2026-02-17,469,EU,Commuting,Corrosion,1162.61,False
CLM-01083,SALE-09985,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-02-07,2025-10-07,242,EU,Commuting,Corrosion,194.55,False
CLM-01084,SALE-03037,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-04-09,2026-02-07,304,EU,Commercial,Corrosion,281.2,False
CLM-01085,SALE-12336,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-05-19,2026-09-24,493,EU,Off-roading,Corrosion,135.18,False
CLM-01086,SALE-01409,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-11-12,2025-04-10,149,Americas,Off-roading,Noise,857.12,False
CLM-01087,SALE-05088,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-03-03,2026-06-15,469,EU,Commercial,Noise,61.41,False
CLM-01088,SALE-12990,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-06-07,2025-10-20,135,Americas,Commercial,Corrosion,645.43,False
CLM-01089,SALE-07906,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-11-01,2024-11-20,19,Americas,Leisure,Corrosion,742.59,False
CLM-01090,SALE-06563,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-01-05,2025-05-26,141,UK,Commuting,Noise,197.21,False
CLM-01091,SALE-01043,71N-8MTZ,Alternator,Electrical,B9M8-0O2R,2024-11-03,2025-08-30,300,EU,Commuting,Intermittent,224.05,False
CLM-01092,SALE-11916,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-11-06,2025-12-17,406,EU,Leisure,Corrosion,974.1,False
CLM-01093,SALE-01120,UN5-Z3JQ,Front Bumper,Body,B9M8-0O2R,2025-06-12,2026-10-25,500,MENA,Off-roading,Noise,188.89,False
CLM-01094,SALE-12769,IP9-8Q1Z,Transmission Assembly,Powertrain,38HY-F9SX,2025-02-23,2025-03-30,35,EU,Leisure,Leak,2619.11,False
CLM-01095,SALE-09887,AU5-BHXT,Suspension Control Arm,Chassis,38HY-F9SX,2024-11-26,2025-11-28,367,EU,Commuting,Corrosion,929.12,False
CLM-01096,SALE-01267,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-05-16,2026-07-19,429,EU,Off-roading,Non-start,1603.42,False
CLM-01097,SALE-12521,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-01-23,2026-01-16,358,EU,Commercial,Corrosion,188.85,False
CLM-01098,SALE-01459,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-02-24,2025-03-20,24,UK,Off-roading,Leak,334.58,False
CLM-01099,SALE-08521,XOI-65FD,Tailgate,Body,38HY-F9SX,2025-05-02,2026-07-10,434,MENA,Leisure,Intermittent,320.88,False
CLM-01100,SALE-13262,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-11-21,2025-06-24,215,MENA,Off-roading,Noise,210.74,False
CLM-01101,SALE-00638,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-01-29,2026-01-28,364,Americas,Leisure,Corrosion,449.56,False
CLM-01102,SALE-00562,71N-8MTZ,Alternator,Electrical,F1CB-FNO6,2025-03-23,2026-07-03,467,UK,Off-roading,Non-start,392.28,False
CLM-01103,SALE-05450,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-02-24,2025-10-18,236,EU,Leisure,Corrosion,857.95,False
CLM-01104,SALE-13421,OCU-ZREN,Door Panel,Body,F1CB-FNO6,2025-04-17,2025-08-18,123,EU,Leisure,Noise,274.49,False
CLM-01105,SALE-12408,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-06-16,2026-09-24,465,Americas,Commuting,Corrosion,798.6,False
CLM-01106,SALE-08844,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-10-03,2024-12-20,78,Americas,Commercial,Intermittent,763.07,False
CLM-01107,SALE-03383,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-04-20,2026-03-19,333,UK,Off-roading,Corrosion,536.45,False
CLM-01108,SALE-06584,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-01-18,2025-09-23,248,Americas,Commuting,Corrosion,138.23,False
CLM-01109,SALE-02972,37Q-9AH8,Starter Motor,Electrical,F1CB-FNO6,2025-01-15,2025-12-18,337,EU,Commercial,Corrosion,609.31,False
CLM-01110,SALE-01703,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-03-15,2025-05-27,73,MENA,Off-roading,Noise,729.27,False
CLM-01111,SALE-12507,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-05-08,2026-10-16,526,MENA,Off-roading,Non-start,602.37,False
CLM-01112,SALE-11361,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-01-11,2025-09-02,234,MENA,Commercial,Non-start,182.74,False
CLM-01113,SALE-02271,HJK-1EYY,Drive Shaft,Powertrain,HBRP-OIG8,2025-03-17,2025-09-21,188,MENA,Off-roading,Noise,523.67,False
CLM-01114,SALE-08745,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-01-14,2025-10-18,277,EU,Leisure,Corrosion,656.74,False
CLM-01115,SALE-10860,OCU-ZREN,Door Panel,Body,F1CB-FNO6,2025-04-28,2026-06-21,419,Americas,Commuting,Corrosion,81.41,False
CLM-01116,SALE-11065,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-01-10,2026-07-06,542,Americas,Commercial,Corrosion,958.52,False
CLM-01117,SALE-00727,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-02-16,2026-04-15,423,EU,Commuting,Noise,954.27,False
CLM-01118,SALE-03650,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-12-23,2025-01-17,25,UK,Off-roading,Noise,176.21,False
CLM-01119,SALE-05014,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-10-14,2025-12-16,428,Americas,Off-roading,Corrosion,611.46,False
CLM-01120,SALE-05109,OCU-ZREN,Door Panel,Body,B9M8-0O2R,2025-03-08,2025-09-11,187,EU,Leisure,Intermittent,377.24,False
CLM-01121,SALE-04368,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-30,2025-10-20,355,Americas,Commuting,Corrosion,3050.23,False
CLM-01122,SALE-05111,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-06-11,2025-10-23,134,Americas,Commuting,Corrosion,1187.5,False
CLM-01123,SALE-09742,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-12-28,2025-05-08,131,UK,Commuting,Noise,138.6,False
CLM-01124,SALE-09222,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-05-07,2025-08-27,112,UK,Commuting,Noise,311.99,False
CLM-01125,SALE-09696,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-11-11,2026-01-03,418,MENA,Commuting,Corrosion,832.79,False
CLM-01126,SALE-12139,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-01-05,2025-01-31,26,EU,Leisure,Noise,979.53,False
CLM-01127,SALE-09449,OCU-ZREN,Door Panel,Body,B9M8-0O2R,2025-03-11,2026-08-23,530,UK,Off-roading,Leak,348.01,False
CLM-01128,SALE-12590,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-03-10,2025-04-09,30,EU,Commuting,Noise,229.45,False
CLM-01129,SALE-11566,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-10-13,2025-07-27,287,Americas,Commercial,Noise,357.5,False
CLM-01130,SALE-13228,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-04-21,2026-07-07,442,Americas,Off-roading,Leak,1552.97,False
CLM-01131,SALE-12839,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-06-22,2026-09-04,439,UK,Leisure,Noise,275.01,False
CLM-01132,SALE-00233,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-05-21,2025-11-01,164,EU,Commercial,Leak,1351.74,False
CLM-01133,SALE-00946,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-07-01,2026-06-01,335,Americas,Commuting,Intermittent,198.48,False
CLM-01134,SALE-13381,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-02-13,2026-04-03,414,Americas,Commuting,Corrosion,456.03,False
CLM-01135,SALE-02373,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-05-25,2026-05-03,343,MENA,Commercial,Non-start,2567.16,False
CLM-01136,SALE-04771,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-03-11,2025-12-19,283,EU,Leisure,Intermittent,525.12,False
CLM-01137,SALE-11170,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-02-24,2026-02-23,364,EU,Leisure,Noise,503.18,False
CLM-01138,SALE-08712,71N-8MTZ,Alternator,Electrical,B9M8-0O2R,2025-04-12,2025-12-22,254,EU,Leisure,Noise,754.6,False
CLM-01139,SALE-01860,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-05-05,2026-07-26,447,EU,Commercial,Intermittent,285.92,False
CLM-01140,SALE-02353,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-06-10,2026-07-13,398,Americas,Commercial,Corrosion,289.01,False
CLM-01141,SALE-09810,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-05-11,2025-10-29,171,EU,Commuting,Intermittent,825.79,False
CLM-01142,SALE-00873,AU5-BHXT,Suspension Control Arm,Chassis,HBRP-OIG8,2024-12-01,2025-06-22,203,UK,Off-roading,Corrosion,1007.22,False
CLM-01143,SALE-12616,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-05-19,2026-09-17,486,MENA,Commuting,Corrosion,407.29,False
CLM-01144,SALE-07110,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-02-21,2025-11-28,280,UK,Leisure,Leak,114.74,False
CLM-01145,SALE-04488,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-06-27,2026-08-05,404,EU,Commercial,Noise,229.4,False
CLM-01146,SALE-06988,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-10-29,2026-01-28,456,MENA,Off-roading,Intermittent,121.35,False
CLM-01147,SALE-13280,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-03-03,2025-03-11,8,UK,Commercial,Noise,724.77,False
CLM-01148,SALE-10751,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-06-22,2026-07-09,382,EU,Off-roading,Non-start,382.37,False
CLM-01149,SALE-12875,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-06-21,2025-07-09,18,EU,Off-roading,Leak,292.29,False
CLM-01150,SALE-03086,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-11-15,2026-04-01,502,Americas,Commercial,Leak,211.77,False
CLM-01151,SALE-09861,HJK-1EYY,Drive Shaft,Powertrain,F1CB-FNO6,2025-05-28,2025-09-27,122,MENA,Leisure,Intermittent,2353.72,False
CLM-01152,SALE-13245,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-12-11,2026-04-19,494,UK,Commercial,Corrosion,464.38,False
CLM-01153,SALE-09286,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-11-16,2025-03-22,126,EU,Commercial,Noise,3044.85,False
CLM-01154,SALE-00539,71N-8MTZ,Alternator,Electrical,38HY-F9SX,2025-02-14,2026-03-18,397,EU,Commuting,Non-start,568.24,False
CLM-01155,SALE-06510,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-07-01,2026-11-02,489,MENA,Off-roading,Non-start,451.1,False
CLM-01156,SALE-02742,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-05-22,2026-07-28,432,EU,Leisure,Non-start,308.73,False
CLM-01157,SALE-10583,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-10-17,2025-04-23,188,EU,Commercial,Intermittent,807.04,False
CLM-01158,SALE-12350,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-06-07,2025-11-08,154,Americas,Leisure,Intermittent,890.04,False
CLM-01159,SALE-07316,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-05-03,2025-09-04,124,EU,Commercial,Corrosion,816.43,False
CLM-01160,SALE-02196,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-12-06,2025-10-11,309,EU,Leisure,Leak,3378.09,False
CLM-01161,SALE-10959,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-04-18,2025-08-18,122,Americas,Leisure,Intermittent,2700.67,False
CLM-01162,SALE-04624,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-06-09,2025-08-19,71,EU,Leisure,Noise,695.51,False
CLM-01163,SALE-03382,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-05-16,2025-08-28,104,UK,Off-roading,Non-start,752.24,False
CLM-01164,SALE-01138,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-02-23,2026-03-01,371,UK,Commercial,Noise,617.21,False
CLM-01165,SALE-00109,71N-8MTZ,Alternator,Electrical,38HY-F9SX,2024-12-04,2025-05-14,161,Americas,Off-roading,Non-start,296.44,False
CLM-01166,SALE-09253,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-01-22,2026-02-14,388,Americas,Commercial,Noise,2911.96,False
CLM-01167,SALE-01560,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-12-13,2026-01-29,412,UK,Commercial,Intermittent,544.55,False
CLM-01168,SALE-09166,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-12-01,2025-01-24,54,MENA,Off-roading,Intermittent,666.1,False
CLM-01169,SALE-08622,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-11-03,2026-01-29,452,Americas,Leisure,Leak,515.15,False
CLM-01170,SALE-05405,3YR-9OUD,Steering Knuckle,Chassis,B9M8-0O2R,2024-12-18,2025-04-30,133,MENA,Leisure,Corrosion,547.74,False
CLM-01171,SALE-07739,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-06-19,2025-11-12,146,EU,Commuting,Non-start,844.96,False
CLM-01172,SALE-09319,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-01-12,2025-05-23,131,Americas,Commuting,Noise,838.57,False
CLM-01173,SALE-12373,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-06-01,2026-05-21,354,Americas,Leisure,Non-start,453.75,False
CLM-01174,SALE-11617,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-03-07,2026-08-03,514,Americas,Leisure,Noise,324.1,False
CLM-01175,SALE-12322,XOI-65FD,Tailgate,Body,HBRP-OIG8,2025-06-18,2025-08-22,65,MENA,Commuting,Corrosion,122.23,False
CLM-01176,SALE-04314,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-12-05,2026-02-13,435,MENA,Commuting,Intermittent,173.3,False
CLM-01177,SALE-02976,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-12-20,2025-01-24,35,Americas,Commercial,Non-start,499.73,False
CLM-01178,SALE-07927,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-01-27,2025-12-21,328,EU,Off-roading,Non-start,1215.68,False
CLM-01179,SALE-06601,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-10-28,2025-12-30,428,EU,Commercial,Non-start,423.2,False
CLM-01180,SALE-00836,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-05-24,2026-04-23,334,MENA,Off-roading,Noise,208.08,False
CLM-01181,SALE-11339,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-04-12,2026-02-04,298,EU,Leisure,Noise,716.74,False
CLM-01182,SALE-01098,3YR-9OUD,Steering Knuckle,Chassis,F1CB-FNO6,2025-03-25,2025-07-16,113,UK,Commercial,Intermittent,1182.87,False
CLM-01183,SALE-04936,71N-8MTZ,Alternator,Electrical,F1CB-FNO6,2025-02-05,2025-05-10,94,MENA,Off-roading,Intermittent,134.08,False
CLM-01184,SALE-11750,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-02-22,2026-07-26,519,EU,Leisure,Noise,826.06,False
CLM-01185,SALE-03077,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-10-28,2025-11-29,397,MENA,Commercial,Non-start,1204.26,False
CLM-01186,SALE-09889,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-03-25,2026-09-10,534,Americas,Leisure,Non-start,147.97,False
CLM-01187,SALE-03866,XOI-65FD,Tailgate,Body,F1CB-FNO6,2025-04-07,2025-06-03,57,Americas,Off-roading,Corrosion,93.44,False
CLM-01188,SALE-09242,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-03-15,2025-09-04,173,EU,Commercial,Intermittent,465.91,False
CLM-01189,SALE-06687,6MJ-XK87,Compressor,HVAC,B9M8-0O2R,2024-12-28,2024-12-30,2,Americas,Commuting,Leak,609.52,False
CLM-01190,SALE-12450,3YR-9OUD,Steering Knuckle,Chassis,F1CB-FNO6,2025-01-31,2026-05-02,456,MENA,Commercial,Corrosion,819.08,False
CLM-01191,SALE-03055,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-12-17,2026-03-31,469,UK,Off-roading,Non-start,632.4,False
CLM-01192,SALE-10597,3YR-9OUD,Steering Knuckle,Chassis,HBRP-OIG8,2025-05-02,2025-08-28,118,Americas,Off-roading,Intermittent,1089.79,False
CLM-01193,SALE-11730,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-02-01,2026-06-12,496,MENA,Commuting,Corrosion,285.82,False
CLM-01194,SALE-00361,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-03-15,2026-02-10,332,EU,Commercial,Leak,2952.82,False
CLM-01195,SALE-12661,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-02-03,2026-06-30,512,UK,Off-roading,Leak,1990.33,False
CLM-01196,SALE-01574,OCU-ZREN,Door Panel,Body,B9M8-0O2R,2024-12-25,2025-06-06,163,EU,Commuting,Noise,523.31,False
CLM-01197,SALE-02992,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-03-13,2025-11-19,251,EU,Commuting,Corrosion,1665.32,False
CLM-01198,SALE-10202,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-11-27,2026-05-18,537,EU,Commuting,Noise,640.34,False
