sale_id,component_code,supplier_code,sale_date,market_region,use_case
SALE-06884,8II-49KQ,F1CB-FNO6,2025-05-05,UK,Commercial
SALE-06885,PDP-FF5E,MECO-SFOG,2025-03-28,UK,Commercial
SALE-06886,XOI-65FD,YR3X-KXWN,2025-03-12,UK,Leisure
SALE-06887,RVH-S1K3,AK1V-RJNV,2025-03-19,UK,Leisure
SALE-06890,OCU-ZREN,YR3X-KXWN,2025-04-21,UK,Leisure
SALE-06891,71N-8MTZ,B9M8-0O2R,2024-11-16,MENA,Leisure
SALE-06894,8II-49KQ,GFYG-WWQC,2025-04-12,UK,Commuting
SALE-06899,37Q-9AH8,GFYG-WWQC,2025-06-26,Americas,Commuting
SALE-06901,OCU-ZREN,YR3X-KXWN,2025-06-20,EU,Off-roading
SALE-06903,37Q-9AH8,GFYG-WWQC,2025-03-15,UK,Off-roading
SALE-06906,RVH-S1K3,AK1V-RJNV,2025-05-04,MENA,Commuting
SALE-06907,IP9-8Q1Z,AK1V-RJNV,2025-01-15,MENA,Commuting
SALE-06908,IP9-8Q1Z,AK1V-RJNV,2025-01-06,UK,Off-roading
SALE-06911,RVH-S1K3,AK1V-RJNV,2025-05-18,MENA,Leisure
SALE-06912,71N-8MTZ,GFYG-WWQC,2025-06-14,UK,Commercial
SALE-06913,IP9-8Q1Z,AK1V-RJNV,2024-11-12,UK,Commuting
SALE-06914,AQ6-L6GT,AK1V-RJNV,2025-05-30,Americas,Leisure
SALE-06915,XOI-65FD,38HY-F9SX,2025-01-03,EU,Leisure
SALE-06916,6MJ-XK87,HBRP-OIG8,2025-04-06,UK,Commuting
SALE-06920,PDP-FF5E,MECO-SFOG,2025-03-16,UK,Off-roading
SALE-06921,RVH-S1K3,AK1V-RJNV,2025-02-02,Americas,Commuting
SALE-06922,37Q-9AH8,GFYG-WWQC,2024-12-26,EU,Commercial
SALE-06924,6MJ-XK87,F1CB-FNO6,2025-05-14,MENA,Off-roading
SALE-06927,AQ6-L6GT,AK1V-RJNV,2024-10-31,Americas,Leisure
SALE-06930,71N-8MTZ,GFYG-WWQC,2025-02-12,UK,Off-roading
SALE-06932,HJK-1EYY,AK1V-RJNV,2024-10-04,MENA,Commercial
SALE-06933,HJK-1EYY,AK1V-RJNV,2025-03-27,MENA,Leisure
SALE-06934,37Q-9AH8,GFYG-WWQC,2025-06-16,UK,Commercial
SALE-06935,X27-2HPO,F1CB-FNO6,2024-12-04,EU,Commercial
SALE-06937,PDP-FF5E,MECO-SFOG,2024-10-17,Americas,Commercial
SALE-06938,HJK-1EYY,AK1V-RJNV,2025-04-18,Americas,Off-roading
SALE-06940,OCU-ZREN,YR3X-KXWN,2025-04-30,MENA,Commercial
SALE-06942,X27-2HPO,MECO-SFOG,2025-06-30,Americas,Commercial
SALE-06945,HJK-1EYY,AK1V-RJNV,2025-05-22,EU,Off-roading
SALE-06947,AU5-BHXT,MECO-SFOG,2025-02-23,Americas,Off-roading
SALE-06952,IP9-8Q1Z,AK1V-RJNV,2024-12-28,EU,Off-roading
SALE-06954,6MJ-XK87,GFYG-WWQC,2025-05-29,UK,Off-roading
SALE-06955,6MJ-XK87,B9M8-0O2R,2025-05-11,EU,Commuting
SALE-06959,X27-2HPO,HBRP-OIG8,2025-01-20,EU,Leisure
SALE-06962,RVH-S1K3,HBRP-OIG8,2025-06-26,MENA,Leisure
SALE-06963,XOI-65FD,YR3X-KXWN,2025-06-09,EU,Commercial
SALE-06968,HJK-1EYY,AK1V-RJNV,2025-06-12,MENA,Leisure
SALE-06970,AU5-BHXT,F1CB-FNO6,2025-06-25,Americas,Commuting
SALE-06971,PDP-FF5E,MECO-SFOG,2025-02-03,MENA,Commuting
SALE-06976,XOI-65FD,F1CB-FNO6,2024-12-06,UK,Commercial
SALE-06977,6MJ-XK87,F1CB-FNO6,2024-12-05,EU,Commuting
SALE-06980,OCU-ZREN,YR3X-KXWN,2025-04-04,MENA,Commercial
SALE-06983,AQ6-L6GT,38HY-F9SX,2025-05-25,EU,Commercial
SALE-06984,IP9-8Q1Z,F1CB-FNO6,2024-10-18,Americas,Off-roading
SALE-06986,6MJ-XK87,GFYG-WWQC,2024-10-09,Americas,Commercial
SALE-06988,37Q-9AH8,GFYG-WWQC,2024-10-29,MENA,Off-roading
SALE-06993,6MJ-XK87,GFYG-WWQC,2025-05-15,Americas,Leisure
SALE-06994,X27-2HPO,MECO-SFOG,2025-01-26,Americas,Leisure
SALE-06997,6MJ-XK87,GFYG-WWQC,2025-06-11,Americas,Off-roading
SALE-07000,X27-2HPO,MECO-SFOG,2024-12-20,MENA,Off-roading
SALE-07001,PDP-FF5E,MECO-SFOG,2024-11-15,Americas,Leisure
SALE-07002,RVH-S1K3,AK1V-RJNV,2024-11-18,EU,Commercial
SALE-07008,AU5-BHXT,MECO-SFOG,2025-01-29,UK,Leisure
SALE-07009,X27-2HPO,HBRP-OIG8,2024-10-03,UK,Commercial
SALE-07012,8II-49KQ,F1CB-FNO6,2025-05-15,Americas,Off-roading
SALE-07013,XOI-65FD,YR3X-KXWN,2024-12-18,MENA,Leisure
SALE-07015,HJK-1EYY,HBRP-OIG8,2024-12-10,UK,Off-roading
SALE-07016,AU5-BHXT,B9M8-0O2R,2025-04-15,UK,Commuting
SALE-07017,8II-49KQ,GFYG-WWQC,2024-11-27,MENA,Leisure
SALE-07020,8II-49KQ,GFYG-WWQC,2024-11-17,MENA,Off-roading
SALE-07022,37Q-9AH8,GFYG-WWQC,2025-04-03,Americas,Commercial
SALE-07023,3YR-9OUD,MECO-SFOG,2025-03-14,MENA,Leisure
SALE-07026,IP9-8Q1Z,AK1V-RJNV,2025-01-29,EU,Off-roading
SALE-07027,X27-2HPO,F1CB-FNO6,2025-05-01,EU,Off-roading
SALE-07029,3YR-9OUD,MECO-SFOG,2025-03-17,EU,Commercial
SALE-07032,HJK-1EYY,AK1V-RJNV,2025-05-09,Americas,Commercial
SALE-07033,37Q-9AH8,38HY-F9SX,2024-10-10,UK,Commercial
SALE-07034,71N-8MTZ,HBRP-OIG8,2025-01-28,MENA,Off-roading
SALE-07035,UN5-Z3JQ,YR3X-KXWN,2025-06-04,MENA,Commercial
SALE-07037,RVH-S1K3,AK1V-RJNV,2025-05-09,UK,Commercial
SALE-07039,37Q-9AH8,GFYG-WWQC,2024-11-27,MENA,Commuting
SALE-07041,XOI-65FD,YR3X-KXWN,2025-02-05,Americas,Commercial
SALE-07042,X27-2HPO,MECO-SFOG,2024-12-25,Americas,Leisure
SALE-07043,X27-2HPO,38HY-F9SX,2025-01-12,UK,Commercial
SALE-07044,UN5-Z3JQ,YR3X-KXWN,2025-02-20,Americas,Commuting
SALE-07045,HJK-1EYY,HBRP-OIG8,2025-04-23,EU,Commuting
SALE-07046,XOI-65FD,YR3X-KXWN,2024-11-07,UK,Commuting
SALE-07049,71N-8MTZ,GFYG-WWQC,2024-11-21,EU,Off-roading
SALE-07050,6MJ-XK87,F1CB-FNO6,2024-10-01,EU,Off-roading
SALE-07051,3YR-9OUD,MECO-SFOG,2024-10-11,EU,Leisure
SALE-07052,X27-2HPO,MECO-SFOG,2025-05-02,EU,Commuting
SALE-07055,RVH-S1K3,AK1V-RJNV,2024-10-08,Americas,Off-roading
SALE-07056,PDP-FF5E,MECO-SFOG,2024-10-05,MENA,Commercial
SALE-07058,XOI-65FD,YR3X-KXWN,2025-01-20,EU,Commercial
SALE-07059,8II-49KQ,38HY-F9SX,2025-06-30,MENA,Leisure
SALE-07061,PDP-FF5E,MECO-SFOG,2025-06-22,EU,Commuting
SALE-07063,71N-8MTZ,HBRP-OIG8,2025-04-30,MENA,Commercial
SALE-07064,AU5-BHXT,MECO-SFOG,2024-12-17,EU,Off-roading
SALE-07065,IP9-8Q1Z,AK1V-RJNV,2025-05-09,Americas,Leisure
SALE-07068,8II-49KQ,GFYG-WWQC,2024-10-25,MENA,Commuting
SALE-07073,3YR-9OUD,MECO-SFOG,2025-05-03,UK,Commercial
SALE-07074,HJK-1EYY,F1CB-FNO6,2025-01-20,EU,Commuting
SALE-07076,6MJ-XK87,GFYG-WWQC,2025-05-04,Americas,Off-roading
SALE-07079,OCU-ZREN,YR3X-KXWN,2025-05-20,Americas,Commercial
SALE-07080,71N-8MTZ,GFYG-WWQC,2025-06-15,Americas,Commuting
SALE-07081,X27-2HPO,MECO-SFOG,2025-06-13,MENA,Leisure
SALE-07084,8II-49KQ,GFYG-WWQC,2024-12-04,Americas,Leisure
SALE-07085,71N-8MTZ,HBRP-OIG8,2025-04-08,EU,Off-roading
SALE-07086,6MJ-XK87,GFYG-WWQC,2025-03-22,EU,Commuting
SALE-07087,PDP-FF5E,F1CB-FNO6,2025-05-15,UK,Commercial
SALE-07090,OCU-ZREN,38HY-F9SX,2025-05-01,UK,Commuting
SALE-07091,71N-8MTZ,GFYG-WWQC,2024-11-22,UK,Off-roading
SALE-07092,3YR-9OUD,MECO-SFOG,2025-02-16,UK,Off-roading
SALE-07094,AQ6-L6GT,AK1V-RJNV,2025-02-20,MENA,Leisure
SALE-07101,AU5-BHXT,MECO-SFOG,2024-10-14,UK,Commercial
SALE-07102,AU5-BHXT,MECO-SFOG,2025-06-29,Americas,Commercial
SALE-07103,AU5-BHXT,B9M8-0O2R,2024-10-25,EU,Leisure
SALE-07105,X27-2HPO,B9M8-0O2R,2025-01-11,UK,Commercial
SALE-07106,OCU-ZREN,YR3X-KXWN,2024-11-09,Americas,Commuting
SALE-07107,PDP-FF5E,MECO-SFOG,2025-05-23,EU,Leisure
SALE-07108,6MJ-XK87,GFYG-WWQC,2024-12-28,MENA,Off-roading
SALE-07109,XOI-65FD,YR3X-KXWN,2025-01-08,Americas,Off-roading
SALE-07110,OCU-ZREN,YR3X-KXWN,2025-02-21,UK,Leisure
SALE-07111,OCU-ZREN,YR3X-KXWN,2024-12-21,MENA,Leisure
SALE-07112,37Q-9AH8,HBRP-OIG8,2025-05-17,Americas,Commuting
SALE-07115,UN5-Z3JQ,B9M8-0O2R,2025-04-15,Americas,Off-roading
SALE-07116,3YR-9OUD,F1CB-FNO6,2025-07-01,EU,Commercial
SALE-07118,XOI-65FD,YR3X-KXWN,2024-12-19,MENA,Off-roading
SALE-07119,X27-2HPO,MECO-SFOG,2025-05-23,UK,Leisure
SALE-07123,AQ6-L6GT,HBRP-OIG8,2025-02-04,EU,Commercial
SALE-07125,XOI-65FD,YR3X-KXWN,2024-11-10,UK,Commercial
SALE-07128,AU5-BHXT,MECO-SFOG,2024-11-11,Americas,Off-roading
SALE-07131,37Q-9AH8,GFYG-WWQC,2024-11-02,Americas,Off-roading
SALE-07133,71N-8MTZ,GFYG-WWQC,2024-12-29,EU,Commercial
SALE-07135,RVH-S1K3,B9M8-0O2R,2025-03-09,UK,Commuting
SALE-07138,XOI-65FD,YR3X-KXWN,2024-12-30,UK,Commuting
SALE-07140,37Q-9AH8,GFYG-WWQC,2025-05-08,Americas,Leisure
SALE-07144,RVH-S1K3,AK1V-RJNV,2025-02-23,Americas,Commuting
SALE-07145,37Q-9AH8,38HY-F9SX,2025-05-21,EU,Leisure
SALE-07147,IP9-8Q1Z,AK1V-RJNV,2025-05-22,MENA,Off-roading
SALE-07152,RVH-S1K3,HBRP-OIG8,2025-01-03,EU,Commercial
SALE-07153,RVH-S1K3,AK1V-RJNV,2025-05-04,UK,Leisure
SALE-07155,X27-2HPO,F1CB-FNO6,2025-02-12,EU,Commuting
SALE-07156,OCU-ZREN,YR3X-KXWN,2024-12-22,EU,Leisure
SALE-07158,37Q-9AH8,GFYG-WWQC,2024-11-16,UK,Leisure
SALE-07162,37Q-9AH8,38HY-F9SX,2024-12-16,UK,Commuting
SALE-07163,IP9-8Q1Z,AK1V-RJNV,2025-06-16,EU,Off-roading
SALE-07165,UN5-Z3JQ,YR3X-KXWN,2025-01-08,UK,Leisure
SALE-07168,OCU-ZREN,YR3X-KXWN,2025-04-10,Americas,Commercial
SALE-07170,37Q-9AH8,GFYG-WWQC,2024-10-10,UK,Commuting
SALE-07171,OCU-ZREN,YR3X-KXWN,2025-06-21,Americas,Leisure
SALE-07172,PDP-FF5E,MECO-SFOG,2025-06-25,Americas,Leisure
SALE-07173,OCU-ZREN,B9M8-0O2R,2025-04-13,UK,Commercial
SALE-07176,71N-8MTZ,GFYG-WWQC,2025-01-05,EU,Commercial
SALE-07178,IP9-8Q1Z,AK1V-RJNV,2024-12-26,EU,Off-roading
SALE-07179,AU5-BHXT,HBRP-OIG8,2024-12-16,Americas,Commuting
SALE-07181,71N-8MTZ,F1CB-FNO6,2025-02-23,UK,Off-roading
SALE-07182,37Q-9AH8,GFYG-WWQC,2025-01-19,UK,Commercial
SALE-07188,X27-2HPO,MECO-SFOG,2025-03-11,MENA,Commuting
SALE-07190,71N-8MTZ,B9M8-0O2R,2024-12-08,Americas,Off-roading
SALE-07191,X27-2HPO,MECO-SFOG,2025-02-10,EU,Commercial
SALE-07192,HJK-1EYY,38HY-F9SX,2025-04-07,MENA,Commuting
SALE-07196,AQ6-L6GT,AK1V-RJNV,2025-03-10,MENA,Commuting
SALE-07198,HJK-1EYY,AK1V-RJNV,2025-03-19,MENA,Commuting
SALE-07199,RVH-S1K3,AK1V-RJNV,2024-11-26,EU,Leisure
SALE-07200,3YR-9OUD,MECO-SFOG,2025-05-28,MENA,Commuting
SALE-07202,UN5-Z3JQ,YR3X-KXWN,2025-04-19,MENA,Commuting
SALE-07205,AU5-BHXT,B9M8-0O2R,2025-01-14,UK,Commercial
SALE-07206,8II-49KQ,GFYG-WWQC,2025-01-09,Americas,Commercial
SALE-07207,XOI-65FD,YR3X-KXWN,2025-01-05,MENA,Leisure
SALE-07208,IP9-8Q1Z,AK1V-RJNV,2024-10-29,Americas,Commercial
SALE-07212,AU5-BHXT,MECO-SFOG,2024-12-12,EU,Commercial
SALE-07213,IP9-8Q1Z,AK1V-RJNV,2025-06-11,EU,Off-roading
SALE-07215,IP9-8Q1Z,F1CB-FNO6,2024-10-20,UK,Commuting
SALE-07219,IP9-8Q1Z,AK1V-RJNV,2025-02-13,Americas,Commercial
SALE-07222,6MJ-XK87,GFYG-WWQC,2024-11-02,UK,Commercial
SALE-07224,OCU-ZREN,YR3X-KXWN,2025-02-10,Americas,Off-roading
SALE-07226,RVH-S1K3,AK1V-RJNV,2025-02-03,EU,Commercial
SALE-07228,PDP-FF5E,B9M8-0O2R,2024-10-17,UK,Off-roading
SALE-07230,RVH-S1K3,AK1V-RJNV,2024-11-29,EU,Off-roading
SALE-07233,OCU-ZREN,YR3X-KXWN,2025-04-05,EU,Leisure
SALE-07237,71N-8MTZ,GFYG-WWQC,2025-03-30,Americas,Off-roading
SALE-07238,XOI-65FD,38HY-F9SX,2025-02-07,EU,Commuting
SALE-07239,XOI-65FD,YR3X-KXWN,2025-02-26,Americas,Commuting
SALE-07243,PDP-FF5E,MECO-SFOG,2025-04-29,UK,Off-roading
SALE-07244,AU5-BHXT,MECO-SFOG,2024-10-30,EU,Leisure
SALE-07245,UN5-Z3JQ,YR3X-KXWN,2024-10-24,Americas,Leisure
SALE-07246,HJK-1EYY,AK1V-RJNV,2025-05-10,UK,Leisure
SALE-07249,AU5-BHXT,MECO-SFOG,2024-12-27,Americas,Commercial
SALE-07251,AQ6-L6GT,AK1V-RJNV,2024-11-19,EU,Off-roading
SALE-07252,XOI-65FD,YR3X-KXWN,2025-01-11,Americas,Commercial
SALE-07255,6MJ-XK87,GFYG-WWQC,2025-06-25,UK,Leisure
SALE-07261,8II-49KQ,GFYG-WWQC,2025-05-28,UK,Leisure
SALE-07262,OCU-ZREN,YR3X-KXWN,2025-06-15,MENA,Commuting
SALE-07267,AU5-BHXT,MECO-SFOG,2025-06-27,MENA,Commercial
SALE-07268,IP9-8Q1Z,F1CB-FNO6,2025-02-26,UK,Leisure
SALE-07270,X27-2HPO,MECO-SFOG,2024-10-28,UK,Leisure
SALE-07271,OCU-ZREN,YR3X-KXWN,2025-02-26,EU,Commuting
SALE-07274,UN5-Z3JQ,HBRP-OIG8,2025-03-31,Americas,Off-roading
SALE-07275,X27-2HPO,MECO-SFOG,2025-03-15,UK,Commuting
SALE-07276,37Q-9AH8,38HY-F9SX,2024-10-17,EU,Commercial
SALE-07277,AQ6-L6GT,AK1V-RJNV,2025-02-27,Americas,Commercial
SALE-07279,71N-8MTZ,GFYG-WWQC,2024-11-14,EU,Leisure
SALE-07281,OCU-ZREN,B9M8-0O2R,2025-04-07,Americas,Off-roading
SALE-07282,8II-49KQ,B9M8-0O2R,2024-11-30,UK,Commuting
SALE-07284,AQ6-L6GT,AK1V-RJNV,2024-11-02,Americas,Leisure
SALE-07289,71N-8MTZ,GFYG-WWQC,2025-01-08,MENA,Commuting
SALE-07290,UN5-Z3JQ,HBRP-OIG8,2024-10-23,EU,Off-roading
SALE-07294,OCU-ZREN,YR3X-KXWN,2024-12-28,EU,Leisure
SALE-07295,UN5-Z3JQ,YR3X-KXWN,2025-04-27,UK,Off-roading
SALE-07296,AU5-BHXT,MECO-SFOG,2025-06-28,UK,Commercial
SALE-07299,8II-49KQ,B9M8-0O2R,2025-04-24,MENA,Commuting
SALE-07302,AQ6-L6GT,AK1V-RJNV,2024-11-07,MENA,Commuting
SALE-07303,XOI-65FD,F1CB-FNO6,2025-05-16,EU,Leisure
SALE-07305,X27-2HPO,F1CB-FNO6,2025-02-11,EU,Commuting
SALE-07312,PDP-FF5E,MECO-SFOG,2025-04-29,MENA,Commercial
SALE-07313,XOI-65FD,YR3X-KXWN,2025-03-28,EU,Off-roading
SALE-07314,IP9-8Q1Z,AK1V-RJNV,2024-11-27,UK,Off-roading
SALE-07315,X27-2HPO,38HY-F9SX,2024-12-12,MENA,Commuting
SALE-07316,PDP-FF5E,MECO-SFOG,2025-05-03,EU,Commercial
SALE-07317,PDP-FF5E,MECO-SFOG,2024-12-12,MENA,Leisure
SALE-07319,HJK-1EYY,AK1V-RJNV,2025-06-28,Americas,Leisure
SALE-07322,RVH-S1K3,F1CB-FNO6,2025-05-22,EU,Commuting
SALE-07324,IP9-8Q1Z,AK1V-RJNV,2024-10-19,UK,Commercial
SALE-07326,37Q-9AH8,GFYG-WWQC,2025-04-02,EU,Off-roading
SALE-07328,37Q-9AH8,GFYG-WWQC,2025-02-22,EU,Off-roading
SALE-07329,IP9-8Q1Z,AK1V-RJNV,2024-12-20,UK,Leisure
SALE-07332,HJK-1EYY,HBRP-OIG8,2024-11-12,MENA,Off-roading
SALE-07335,PDP-FF5E,MECO-SFOG,2024-12-08,EU,Commuting
SALE-07336,OCU-ZREN,YR3X-KXWN,2024-11-25,MENA,Commuting
SALE-07337,PDP-FF5E,MECO-SFOG,2025-04-22,UK,Leisure
SALE-07339,IP9-8Q1Z,AK1V-RJNV,2025-05-31,EU,Commuting
SALE-07340,3YR-9OUD,MECO-SFOG,2025-04-19,UK,Commuting
SALE-07343,8II-49KQ,38HY-F9SX,2024-12-16,EU,Leisure
SALE-07346,AQ6-L6GT,AK1V-RJNV,2025-06-20,Americas,Off-roading
SALE-07347,RVH-S1K3,AK1V-RJNV,2025-04-03,Americas,Commuting
SALE-07348,PDP-FF5E,HBRP-OIG8,2024-11-24,Americas,Commuting
SALE-07352,X27-2HPO,HBRP-OIG8,2025-05-18,Americas,Commuting
SALE-07355,XOI-65FD,YR3X-KXWN,2025-02-15,MENA,Commuting
SALE-07357,XOI-65FD,YR3X-KXWN,2024-10-07,UK,Commercial
SALE-07362,AU5-BHXT,MECO-SFOG,2024-12-29,Americas,Commuting
SALE-07364,OCU-ZREN,YR3X-KXWN,2025-03-20,MENA,Commercial
SALE-07366,XOI-65FD,YR3X-KXWN,2025-04-22,EU,Commuting
SALE-07369,UN5-Z3JQ,YR3X-KXWN,2025-03-22,MENA,Off-roading
SALE-07372,UN5-Z3JQ,YR3X-KXWN,2025-02-17,EU,Commercial
SALE-07376,XOI-65FD,38HY-F9SX,2025-02-17,EU,Commercial
SALE-07377,3YR-9OUD,MECO-SFOG,2025-01-22,UK,Off-roading
SALE-07381,HJK-1EYY,AK1V-RJNV,2025-01-19,UK,Commercial
SALE-07383,X27-2HPO,MECO-SFOG,2025-05-26,Americas,Commercial
SALE-07384,IP9-8Q1Z,AK1V-RJNV,2024-10-03,MENA,Off-roading
SALE-07386,PDP-FF5E,MECO-SFOG,2024-10-25,UK,Commuting
SALE-07389,37Q-9AH8,38HY-F9SX,2024-11-30,MENA,Commercial
SALE-07391,8II-49KQ,GFYG-WWQC,2025-01-31,UK,Leisure
SALE-07393,RVH-S1K3,AK1V-RJNV,2024-11-24,Americas,Commuting
SALE-07394,UN5-Z3JQ,YR3X-KXWN,2025-03-12,MENA,Leisure
SALE-07395,AQ6-L6GT,AK1V-RJNV,2024-11-08,Americas,Commuting
SALE-07396,AU5-BHXT,MECO-SFOG,2024-12-22,MENA,Off-roading
SALE-07398,X27-2HPO,38HY-F9SX,2025-01-21,EU,Commuting
SALE-07400,37Q-9AH8,B9M8-0O2R,2025-05-18,UK,Commercial
SALE-07403,RVH-S1K3,AK1V-RJNV,2025-03-04,Americas,Off-roading
SALE-07404,IP9-8Q1Z,AK1V-RJNV,2025-03-14,EU,Off-roading
SALE-07405,AQ6-L6GT,AK1V-RJNV,2025-03-31,Americas,Off-roading
SALE-07406,IP9-8Q1Z,AK1V-RJNV,2025-05-27,Americas,Commuting
SALE-07409,X27-2HPO,MECO-SFOG,2025-06-23,Americas,Commuting
SALE-07410,37Q-9AH8,GFYG-WWQC,2025-04-05,MENA,Commercial
SALE-07411,3YR-9OUD,38HY-F9SX,2024-11-09,Americas,Leisure
SALE-07414,XOI-65FD,B9M8-0O2R,2025-06-17,MENA,Off-roading
SALE-07415,XOI-65FD,YR3X-KXWN,2025-03-25,EU,Commercial
SALE-07417,AU5-BHXT,MECO-SFOG,2025-04-18,Americas,Commuting
SALE-07418,AU5-BHXT,MECO-SFOG,2025-04-14,MENA,Commercial
SALE-07420,HJK-1EYY,38HY-F9SX,2024-12-01,EU,Commercial
SALE-07423,AQ6-L6GT,AK1V-RJNV,2025-05-15,MENA,Commercial
SALE-07424,X27-2HPO,MECO-SFOG,2024-11-27,MENA,Leisure
SALE-07427,PDP-FF5E,MECO-SFOG,2025-05-31,EU,Commercial
SALE-07430,6MJ-XK87,HBRP-OIG8,2025-06-09,Americas,Leisure
SALE-07436,XOI-65FD,F1CB-FNO6,2025-05-28,MENA,Leisure
SALE-07437,6MJ-XK87,GFYG-WWQC,2025-02-16,Americas,Commuting
SALE-07438,AU5-BHXT,MECO-SFOG,2025-01-30,EU,Leisure
SALE-07441,UN5-Z3JQ,YR3X-KXWN,2025-01-23,MENA,Commuting
SALE-07443,RVH-S1K3,AK1V-RJNV,2025-06-08,EU,Commuting
SALE-07444,XOI-65FD,YR3X-KXWN,2024-10-07,EU,Leisure
SALE-07445,OCU-ZREN,YR3X-KXWN,2025-03-28,MENA,Commuting
SALE-07446,RVH-S1K3,AK1V-RJNV,2025-02-22,Americas,Commercial
SALE-07448,HJK-1EYY,AK1V-RJNV,2025-01-29,MENA,Leisure
SALE-07449,71N-8MTZ,B9M8-0O2R,2025-02-01,UK,Off-roading
SALE-07450,6MJ-XK87,GFYG-WWQC,2025-02-27,EU,Off-roading
SALE-07453,HJK-1EYY,AK1V-RJNV,2024-10-01,EU,Leisure
SALE-07454,AU5-BHXT,F1CB-FNO6,2025-06-01,EU,Leisure
SALE-07456,OCU-ZREN,YR3X-KXWN,2025-06-08,MENA,Commercial
SALE-07460,UN5-Z3JQ,YR3X-KXWN,2025-01-23,UK,Commuting
SALE-07461,8II-49KQ,GFYG-WWQC,2024-10-01,MENA,Off-roading
SALE-07466,HJK-1EYY,AK1V-RJNV,2025-02-18,MENA,Leisure
SALE-07467,AU5-BHXT,38HY-F9SX,2025-02-14,Americas,Commuting
SALE-07468,OCU-ZREN,YR3X-KXWN,2025-03-16,EU,Leisure
SALE-07471,IP9-8Q1Z,AK1V-RJNV,2024-12-04,MENA,Leisure
SALE-07472,XOI-65FD,YR3X-KXWN,2024-12-06,EU,Off-roading
SALE-07474,XOI-65FD,YR3X-KXWN,2024-11-19,MENA,Off-roading
SALE-07477,IP9-8Q1Z,AK1V-RJNV,2025-01-23,UK,Off-roading
SALE-07481,71N-8MTZ,GFYG-WWQC,2025-06-26,UK,Leisure
SALE-07482,PDP-FF5E,MECO-SFOG,2024-12-19,MENA,Leisure
SALE-07485,OCU-ZREN,YR3X-KXWN,2025-04-20,EU,Off-roading
SALE-07488,37Q-9AH8,GFYG-WWQC,2024-10-18,MENA,Commercial
SALE-07494,71N-8MTZ,GFYG-WWQC,2025-01-24,EU,Commuting
SALE-07495,37Q-9AH8,GFYG-WWQC,2024-12-13,Americas,Commuting
SALE-07496,HJK-1EYY,HBRP-OIG8,2025-06-26,Americas,Commuting
SALE-07497,UN5-Z3JQ,38HY-F9SX,2025-01-24,Americas,Commuting
SALE-07498,OCU-ZREN,YR3X-KXWN,2025-03-13,EU,Off-roading
SALE-07499,IP9-8Q1Z,AK1V-RJNV,2025-05-10,Americas,Commuting
SALE-07500,8II-49KQ,GFYG-WWQC,2025-02-03,EU,Commuting
SALE-07501,AQ6-L6GT,AK1V-RJNV,2025-03-25,Americas,Commercial
SALE-07504,UN5-Z3JQ,F1CB-FNO6,2024-12-24,EU,Commercial
SALE-07509,HJK-1EYY,AK1V-RJNV,2025-01-24,MENA,Commercial
SALE-07510,HJK-1EYY,AK1V-RJNV,2024-10-08,EU,Off-roading
SALE-07511,XOI-65FD,YR3X-KXWN,2025-05-06,MENA,Off-roading
SALE-07515,IP9-8Q1Z,AK1V-RJNV,2024-12-27,Americas,Off-roading
SALE-07516,IP9-8Q1Z,38HY-F9SX,2024-10-10,Americas,Commuting
SALE-07519,HJK-1EYY,HBRP-OIG8,2025-03-13,UK,Commuting
SALE-07520,XOI-65FD,YR3X-KXWN,2025-05-27,Americas,Commercial
SALE-07523,HJK-1EYY,HBRP-OIG8,2024-10-18,EU,Commercial
SALE-07524,3YR-9OUD,MECO-SFOG,2024-12-10,UK,Leisure
SALE-07525,HJK-1EYY,38HY-F9SX,2025-03-24,Americas,Leisure
SALE-07527,AQ6-L6GT,F1CB-FNO6,2025-06-05,UK,Leisure
SALE-07528,71N-8MTZ,GFYG-WWQC,2025-04-11,UK,Leisure
SALE-07532,PDP-FF5E,38HY-F9SX,2025-04-22,UK,Commuting
SALE-07533,71N-8MTZ,HBRP-OIG8,2025-01-31,MENA,Commuting
SALE-07537,OCU-ZREN,YR3X-KXWN,2025-02-05,MENA,Commercial
SALE-07538,AU5-BHXT,MECO-SFOG,2024-11-16,MENA,Off-roading
SALE-07540,OCU-ZREN,38HY-F9SX,2025-01-23,Americas,Commercial
SALE-07542,3YR-9OUD,MECO-SFOG,2025-05-11,EU,Off-roading
SALE-07544,XOI-65FD,YR3X-KXWN,2025-01-04,MENA,Commercial
SALE-07545,8II-49KQ,GFYG-WWQC,2025-01-15,MENA,Leisure
SALE-07546,HJK-1EYY,AK1V-RJNV,2024-11-01,Americas,Commercial
SALE-07548,X27-2HPO,MECO-SFOG,2024-12-05,UK,Off-roading
SALE-07549,UN5-Z3JQ,YR3X-KXWN,2025-03-28,UK,Commuting
SALE-07551,IP9-8Q1Z,38HY-F9SX,2025-04-19,UK,Commercial
SALE-07552,3YR-9OUD,MECO-SFOG,2024-11-18,MENA,Leisure
SALE-07553,71N-8MTZ,GFYG-WWQC,2025-06-20,UK,Commercial
SALE-07554,OCU-ZREN,YR3X-KXWN,2025-02-10,MENA,Commercial
SALE-07556,IP9-8Q1Z,AK1V-RJNV,2025-03-25,UK,Commercial
SALE-07558,71N-8MTZ,GFYG-WWQC,2024-10-11,UK,Commuting
SALE-07559,AQ6-L6GT,HBRP-OIG8,2025-04-19,Americas,Off-roading
